,code,voivodeship,year,sex,age,rate
6943,3200000,ZACHODNIOPOMORSKIE,2023,males,15-64,77.4
6944,200000,DOLNOŚLĄSKIE,2024,males,15-64,80.0
6945,400000,KUJAWSKO-POMORSKIE,2024,males,15-64,78.5
6946,600000,LUBELSKIE,2024,males,15-64,75.5
6947,800000,LUBUSKIE,2024,males,15-64,78.5
6948,1000000,ŁÓDZKIE,2024,males,15-64,76.8
6949,1200000,MAŁOPOLSKIE,2024,males,15-64,76.1
6950,1400000,MAZOWIECKIE,2024,males,15-64,80.6
6951,1600000,OPOLSKIE,2024,males,15-64,79.4
6952,1800000,PODKARPACKIE,2024,males,15-64,72.7
6953,2000000,PODLASKIE,2024,males,15-64,76.9
6954,2200000,POMORSKIE,2024,males,15-64,79.3
6955,2400000,ŚLĄSKIE,2024,males,15-64,76.3
6956,2600000,ŚWIĘTOKRZYSKIE,2024,males,15-64,75.2
6957,2800000,WARMIŃSKO-MAZURSKIE,2024,males,15-64,74.0
6958,3000000,WIELKOPOLSKIE,2024,males,15-64,80.3
6959,3200000,ZACHODNIOPOMORSKIE,2024,males,15-64,78.8
6960,200000,DOLNOŚLĄSKIE,2010,females,15-64,51.7
6961,400000,KUJAWSKO-POMORSKIE,2010,females,15-64,48.3
6962,600000,LUBELSKIE,2010,females,15-64,50.7
6963,800000,LUBUSKIE,2010,females,15-64,51.4
6964,1000000,ŁÓDZKIE,2010,females,15-64,53.1
6965,1200000,MAŁOPOLSKIE,2010,females,15-64,48.4
6966,1400000,MAZOWIECKIE,2010,females,15-64,58.1
6967,1600000,OPOLSKIE,2010,females,15-64,49.2
6968,1800000,PODKARPACKIE,2010,females,15-64,43.4
6969,2000000,PODLASKIE,2010,females,15-64,52.7
6970,2200000,POMORSKIE,2010,females,15-64,51.1
6971,2400000,ŚLĄSKIE,2010,females,15-64,49.9
6972,2600000,ŚWIĘTOKRZYSKIE,2010,females,15-64,49.1
6973,2800000,WARMIŃSKO-MAZURSKIE,2010,females,15-64,48.7
6974,3000000,WIELKOPOLSKIE,2010,females,15-64,51.3
6975,3200000,ZACHODNIOPOMORSKIE,2010,females,15-64,48.1
6976,200000,DOLNOŚLĄSKIE,2011,females,15-64,52.3
6977,400000,KUJAWSKO-POMORSKIE,2011,females,15-64,48.6
6978,600000,LUBELSKIE,2011,females,15-64,51.7
6979,800000,LUBUSKIE,2011,females,15-64,51.7
6980,1000000,ŁÓDZKIE,2011,females,15-64,54.4
6981,1200000,MAŁOPOLSKIE,2011,females,15-64,49.4
6982,1400000,MAZOWIECKIE,2011,females,15-64,58.9
6983,1600000,OPOLSKIE,2011,females,15-64,49.3
6984,1800000,PODKARPACKIE,2011,females,15-64,42.1
6985,2000000,PODLASKIE,2011,females,15-64,53.5
6986,2200000,POMORSKIE,2011,females,15-64,50.7
6987,2400000,ŚLĄSKIE,2011,females,15-64,50.3
6988,2600000,ŚWIĘTOKRZYSKIE,2011,females,15-64,47.8
6989,2800000,WARMIŃSKO-MAZURSKIE,2011,females,15-64,46.4
6990,3000000,WIELKOPOLSKIE,2011,females,15-64,51.3
6991,3200000,ZACHODNIOPOMORSKIE,2011,females,15-64,47.1
6992,200000,DOLNOŚLĄSKIE,2012,females,15-64,52.0
6993,400000,KUJAWSKO-POMORSKIE,2012,females,15-64,50.1
6994,600000,LUBELSKIE,2012,females,15-64,52.8
6995,800000,LUBUSKIE,2012,females,15-64,50.9
6996,1000000,ŁÓDZKIE,2012,females,15-64,53.6
6997,1200000,MAŁOPOLSKIE,2012,females,15-64,48.7
6998,1400000,MAZOWIECKIE,2012,females,15-64,59.8
6999,1600000,OPOLSKIE,2012,females,15-64,50.7
7000,1800000,PODKARPACKIE,2012,females,15-64,43.2
7001,2000000,PODLASKIE,2012,females,15-64,53.8
7002,2200000,POMORSKIE,2012,females,15-64,52.0
7003,2400000,ŚLĄSKIE,2012,females,15-64,51.2
7004,2600000,ŚWIĘTOKRZYSKIE,2012,females,15-64,49.6
7005,2800000,WARMIŃSKO-MAZURSKIE,2012,females,15-64,46.4
7006,3000000,WIELKOPOLSKIE,2012,females,15-64,51.7
7007,3200000,ZACHODNIOPOMORSKIE,2012,females,15-64,49.0
7008,200000,DOLNOŚLĄSKIE,2013,females,15-64,52.1
7009,400000,KUJAWSKO-POMORSKIE,2013,females,15-64,49.4
7010,600000,LUBELSKIE,2013,females,15-64,52.2
7011,800000,LUBUSKIE,2013,females,15-64,51.5
7012,1000000,ŁÓDZKIE,2013,females,15-64,54.3
7013,1200000,MAŁOPOLSKIE,2013,females,15-64,48.7
7014,1400000,MAZOWIECKIE,2013,females,15-64,59.6
7015,1600000,OPOLSKIE,2013,females,15-64,50.7
7016,1800000,PODKARPACKIE,2013,females,15-64,43.8
7017,2000000,PODLASKIE,2013,females,15-64,54.7
7018,2200000,POMORSKIE,2013,females,15-64,52.3
7019,2400000,ŚLĄSKIE,2013,females,15-64,51.9
7020,2600000,ŚWIĘTOKRZYSKIE,2013,females,15-64,49.0
7021,2800000,WARMIŃSKO-MAZURSKIE,2013,females,15-64,48.1
7022,3000000,WIELKOPOLSKIE,2013,females,15-64,52.3
7023,3200000,ZACHODNIOPOMORSKIE,2013,females,15-64,50.3
7024,200000,DOLNOŚLĄSKIE,2014,females,15-64,54.9
7025,400000,KUJAWSKO-POMORSKIE,2014,females,15-64,50.7
7026,600000,LUBELSKIE,2014,females,15-64,53.8
7027,800000,LUBUSKIE,2014,females,15-64,53.5
7028,1000000,ŁÓDZKIE,2014,females,15-64,56.9
7029,1200000,MAŁOPOLSKIE,2014,females,15-64,51.1
7030,1400000,MAZOWIECKIE,2014,females,15-64,61.6
7031,1600000,OPOLSKIE,2014,females,15-64,52.8
7032,1800000,PODKARPACKIE,2014,females,15-64,44.3
7033,2000000,PODLASKIE,2014,females,15-64,55.3
7034,2200000,POMORSKIE,2014,females,15-64,53.2
7035,2400000,ŚLĄSKIE,2014,females,15-64,53.3
7036,2600000,ŚWIĘTOKRZYSKIE,2014,females,15-64,50.2
7037,2800000,WARMIŃSKO-MAZURSKIE,2014,females,15-64,49.1
7038,3000000,WIELKOPOLSKIE,2014,females,15-64,54.5
7039,3200000,ZACHODNIOPOMORSKIE,2014,females,15-64,52.5
7040,200000,DOLNOŚLĄSKIE,2015,females,15-64,56.6
7041,400000,KUJAWSKO-POMORSKIE,2015,females,15-64,53.3
7042,600000,LUBELSKIE,2015,females,15-64,55.0
7043,800000,LUBUSKIE,2015,females,15-64,55.8
7044,1000000,ŁÓDZKIE,2015,females,15-64,57.9
7045,1200000,MAŁOPOLSKIE,2015,females,15-64,52.7
7046,1400000,MAZOWIECKIE,2015,females,15-64,63.1
7047,1600000,OPOLSKIE,2015,females,15-64,55.2
7048,1800000,PODKARPACKIE,2015,females,15-64,46.0
7049,2000000,PODLASKIE,2015,females,15-64,56.6
7050,2200000,POMORSKIE,2015,females,15-64,56.3
7051,2400000,ŚLĄSKIE,2015,females,15-64,53.6
7052,2600000,ŚWIĘTOKRZYSKIE,2015,females,15-64,52.2
7053,2800000,WARMIŃSKO-MAZURSKIE,2015,females,15-64,50.0
7054,3000000,WIELKOPOLSKIE,2015,females,15-64,57.3
7055,3200000,ZACHODNIOPOMORSKIE,2015,females,15-64,53.5
7056,200000,DOLNOŚLĄSKIE,2016,females,15-64,58.6
7057,400000,KUJAWSKO-POMORSKIE,2016,females,15-64,55.1
7058,600000,LUBELSKIE,2016,females,15-64,54.8
7059,800000,LUBUSKIE,2016,females,15-64,57.7
7060,1000000,ŁÓDZKIE,2016,females,15-64,60.0
7061,1200000,MAŁOPOLSKIE,2016,females,15-64,55.0
7062,1400000,MAZOWIECKIE,2016,females,15-64,63.8
7063,1600000,OPOLSKIE,2016,females,15-64,55.3
7064,1800000,PODKARPACKIE,2016,females,15-64,50.5
7065,2000000,PODLASKIE,2016,females,15-64,57.8
7066,2200000,POMORSKIE,2016,females,15-64,57.9
7067,2400000,ŚLĄSKIE,2016,females,15-64,57.6
7068,2600000,ŚWIĘTOKRZYSKIE,2016,females,15-64,53.7
7069,2800000,WARMIŃSKO-MAZURSKIE,2016,females,15-64,50.9
7070,3000000,WIELKOPOLSKIE,2016,females,15-64,58.3
7071,3200000,ZACHODNIOPOMORSKIE,2016,females,15-64,54.3
7072,200000,DOLNOŚLĄSKIE,2017,females,15-64,59.4
7073,400000,KUJAWSKO-POMORSKIE,2017,females,15-64,55.5
7074,600000,LUBELSKIE,2017,females,15-64,55.7
7075,800000,LUBUSKIE,2017,females,15-64,58.4
7076,1000000,ŁÓDZKIE,2017,females,15-64,62.3
7077,1200000,MAŁOPOLSKIE,2017,females,15-64,57.0
7078,1400000,MAZOWIECKIE,2017,females,15-64,64.4
7079,1600000,OPOLSKIE,2017,females,15-64,56.9
7080,1800000,PODKARPACKIE,2017,females,15-64,52.2
7081,2000000,PODLASKIE,2017,females,15-64,59.7
7082,2200000,POMORSKIE,2017,females,15-64,60.5
7083,2400000,ŚLĄSKIE,2017,females,15-64,59.1
7084,2600000,ŚWIĘTOKRZYSKIE,2017,females,15-64,55.0
7085,2800000,WARMIŃSKO-MAZURSKIE,2017,females,15-64,52.7
7086,3000000,WIELKOPOLSKIE,2017,females,15-64,60.8
7087,3200000,ZACHODNIOPOMORSKIE,2017,females,15-64,57.4
7088,200000,DOLNOŚLĄSKIE,2018,females,15-64,62.0
7089,400000,KUJAWSKO-POMORSKIE,2018,females,15-64,57.1
7090,600000,LUBELSKIE,2018,females,15-64,57.8
7091,800000,LUBUSKIE,2018,females,15-64,59.6
7092,1000000,ŁÓDZKIE,2018,females,15-64,63.3
7093,1200000,MAŁOPOLSKIE,2018,females,15-64,58.0
7094,1400000,MAZOWIECKIE,2018,females,15-64,66.7
7095,1600000,OPOLSKIE,2018,females,15-64,59.9
7096,1800000,PODKARPACKIE,2018,females,15-64,51.9
7097,2000000,PODLASKIE,2018,females,15-64,60.6
7098,2200000,POMORSKIE,2018,females,15-64,61.1
7099,2400000,ŚLĄSKIE,2018,females,15-64,59.7
7100,2600000,ŚWIĘTOKRZYSKIE,2018,females,15-64,55.1
7101,2800000,WARMIŃSKO-MAZURSKIE,2018,females,15-64,54.1
7102,3000000,WIELKOPOLSKIE,2018,females,15-64,62.5
7103,3200000,ZACHODNIOPOMORSKIE,2018,females,15-64,58.9
7104,200000,DOLNOŚLĄSKIE,2019,females,15-64,65.1
7105,400000,KUJAWSKO-POMORSKIE,2019,females,15-64,58.4
7106,600000,LUBELSKIE,2019,females,15-64,57.8
7107,800000,LUBUSKIE,2019,females,15-64,60.3
7108,1000000,ŁÓDZKIE,2019,females,15-64,61.8
7109,1200000,MAŁOPOLSKIE,2019,females,15-64,58.8
7110,1400000,MAZOWIECKIE,2019,females,15-64,67.4
7111,1600000,OPOLSKIE,2019,females,15-64,60.1
7112,1800000,PODKARPACKIE,2019,females,15-64,52.5
7113,2000000,PODLASKIE,2019,females,15-64,60.8
7114,2200000,POMORSKIE,2019,females,15-64,62.9
7115,2400000,ŚLĄSKIE,2019,females,15-64,60.3
7116,2600000,ŚWIĘTOKRZYSKIE,2019,females,15-64,56.7
7117,2800000,WARMIŃSKO-MAZURSKIE,2019,females,15-64,54.7
7118,3000000,WIELKOPOLSKIE,2019,females,15-64,62.4
7119,3200000,ZACHODNIOPOMORSKIE,2019,females,15-64,59.2
7120,200000,DOLNOŚLĄSKIE,2020,females,15-64,65.5
7121,400000,KUJAWSKO-POMORSKIE,2020,females,15-64,59.0
7122,600000,LUBELSKIE,2020,females,15-64,58.3
7123,800000,LUBUSKIE,2020,females,15-64,60.5
7124,1000000,ŁÓDZKIE,2020,females,15-64,63.4
7125,1200000,MAŁOPOLSKIE,2020,females,15-64,58.3
7126,1400000,MAZOWIECKIE,2020,females,15-64,66.7
7127,1600000,OPOLSKIE,2020,females,15-64,60.5
7128,1800000,PODKARPACKIE,2020,females,15-64,53.5
7129,2000000,PODLASKIE,2020,females,15-64,61.2
7130,2200000,POMORSKIE,2020,females,15-64,61.6
7131,2400000,ŚLĄSKIE,2020,females,15-64,60.1
7132,2600000,ŚWIĘTOKRZYSKIE,2020,females,15-64,58.0
7133,2800000,WARMIŃSKO-MAZURSKIE,2020,females,15-64,56.5
7134,3000000,WIELKOPOLSKIE,2020,females,15-64,61.2
7135,3200000,ZACHODNIOPOMORSKIE,2020,females,15-64,60.5
7136,200000,DOLNOŚLĄSKIE,2021,females,15-64,66.0
7137,400000,KUJAWSKO-POMORSKIE,2021,females,15-64,62.1
7138,600000,LUBELSKIE,2021,females,15-64,62.1
7139,800000,LUBUSKIE,2021,females,15-64,61.5
7140,1000000,ŁÓDZKIE,2021,females,15-64,64.6
7141,1200000,MAŁOPOLSKIE,2021,females,15-64,61.7
7142,1400000,MAZOWIECKIE,2021,females,15-64,69.9
7143,1600000,OPOLSKIE,2021,females,15-64,64.7
7144,1800000,PODKARPACKIE,2021,females,15-64,53.8
7145,2000000,PODLASKIE,2021,females,15-64,65.0
7146,2200000,POMORSKIE,2021,females,15-64,64.6
7147,2400000,ŚLĄSKIE,2021,females,15-64,63.3
7148,2600000,ŚWIĘTOKRZYSKIE,2021,females,15-64,61.2
7149,2800000,WARMIŃSKO-MAZURSKIE,2021,females,15-64,59.9
7150,3000000,WIELKOPOLSKIE,2021,females,15-64,65.8
7151,3200000,ZACHODNIOPOMORSKIE,2021,females,15-64,63.0
7152,200000,DOLNOŚLĄSKIE,2022,females,15-64,66.0
7153,400000,KUJAWSKO-POMORSKIE,2022,females,15-64,65.0
7154,600000,LUBELSKIE,2022,females,15-64,64.3
7155,800000,LUBUSKIE,2022,females,15-64,62.5
7156,1000000,ŁÓDZKIE,2022,females,15-64,67.8
7157,1200000,MAŁOPOLSKIE,2022,females,15-64,61.9
7158,1400000,MAZOWIECKIE,2022,females,15-64,71.6
7159,1600000,OPOLSKIE,2022,females,15-64,64.8
7160,1800000,PODKARPACKIE,2022,females,15-64,56.0
7161,2000000,PODLASKIE,2022,females,15-64,66.9
7162,2200000,POMORSKIE,2022,females,15-64,67.7
7163,2400000,ŚLĄSKIE,2022,females,15-64,64.3
7164,2600000,ŚWIĘTOKRZYSKIE,2022,females,15-64,63.5
7165,2800000,WARMIŃSKO-MAZURSKIE,2022,females,15-64,60.7
7166,3000000,WIELKOPOLSKIE,2022,females,15-64,67.3
7167,3200000,ZACHODNIOPOMORSKIE,2022,females,15-64,65.3
7168,200000,DOLNOŚLĄSKIE,2023,females,15-64,69.3
7169,400000,KUJAWSKO-POMORSKIE,2023,females,15-64,66.0
7170,600000,LUBELSKIE,2023,females,15-64,64.8
7171,800000,LUBUSKIE,2023,females,15-64,64.5
7172,1000000,ŁÓDZKIE,2023,females,15-64,67.9
7173,1200000,MAŁOPOLSKIE,2023,females,15-64,64.9
7174,1400000,MAZOWIECKIE,2023,females,15-64,73.5
7175,1600000,OPOLSKIE,2023,females,15-64,65.7
7176,1800000,PODKARPACKIE,2023,females,15-64,59.0
7177,2000000,PODLASKIE,2023,females,15-64,67.0
7178,2200000,POMORSKIE,2023,females,15-64,68.5
7179,2400000,ŚLĄSKIE,2023,females,15-64,65.8
7180,2600000,ŚWIĘTOKRZYSKIE,2023,females,15-64,64.5
7181,2800000,WARMIŃSKO-MAZURSKIE,2023,females,15-64,62.8
7182,3000000,WIELKOPOLSKIE,2023,females,15-64,65.7
7183,3200000,ZACHODNIOPOMORSKIE,2023,females,15-64,66.2
7184,200000,DOLNOŚLĄSKIE,2024,females,15-64,70.0
7185,400000,KUJAWSKO-POMORSKIE,2024,females,15-64,66.0
7186,600000,LUBELSKIE,2024,females,15-64,66.0
7187,800000,LUBUSKIE,2024,females,15-64,64.3
7188,1000000,ŁÓDZKIE,2024,females,15-64,66.6
7189,1200000,MAŁOPOLSKIE,2024,females,15-64,66.5
7190,1400000,MAZOWIECKIE,2024,females,15-64,73.4
7191,1600000,OPOLSKIE,2024,females,15-64,65.6
7192,1800000,PODKARPACKIE,2024,females,15-64,58.7
7193,2000000,PODLASKIE,2024,females,15-64,65.4
7194,2200000,POMORSKIE,2024,females,15-64,69.1
7195,2400000,ŚLĄSKIE,2024,females,15-64,65.7
7196,2600000,ŚWIĘTOKRZYSKIE,2024,females,15-64,65.0
7197,2800000,WARMIŃSKO-MAZURSKIE,2024,females,15-64,63.1
7198,3000000,WIELKOPOLSKIE,2024,females,15-64,67.2
7199,3200000,ZACHODNIOPOMORSKIE,2024,females,15-64,65.2
7200,200000,DOLNOŚLĄSKIE,2010,total,20-64,61.8
7201,400000,KUJAWSKO-POMORSKIE,2010,total,20-64,60.8
7202,600000,LUBELSKIE,2010,total,20-64,61.0
7203,800000,LUBUSKIE,2010,total,20-64,61.7
7204,1000000,ŁÓDZKIE,2010,total,20-64,63.6
7205,1200000,MAŁOPOLSKIE,2010,total,20-64,59.3
7206,1400000,MAZOWIECKIE,2010,total,20-64,68.2
7207,1600000,OPOLSKIE,2010,total,20-64,62.2
7208,1800000,PODKARPACKIE,2010,total,20-64,54.8
7209,2000000,PODLASKIE,2010,total,20-64,62.6
7210,2200000,POMORSKIE,2010,total,20-64,63.2
7211,2400000,ŚLĄSKIE,2010,total,20-64,61.2
7212,2600000,ŚWIĘTOKRZYSKIE,2010,total,20-64,60.3
7213,2800000,WARMIŃSKO-MAZURSKIE,2010,total,20-64,60.6
7214,3000000,WIELKOPOLSKIE,2010,total,20-64,64.4
7215,3200000,ZACHODNIOPOMORSKIE,2010,total,20-64,58.6
7216,200000,DOLNOŚLĄSKIE,2011,total,20-64,61.7
7217,400000,KUJAWSKO-POMORSKIE,2011,total,20-64,61.2
7218,600000,LUBELSKIE,2011,total,20-64,61.7
7219,800000,LUBUSKIE,2011,total,20-64,62.0
7220,1000000,ŁÓDZKIE,2011,total,20-64,64.5
7221,1200000,MAŁOPOLSKIE,2011,total,20-64,60.0
7222,1400000,MAZOWIECKIE,2011,total,20-64,68.9
7223,1600000,OPOLSKIE,2011,total,20-64,62.7
7224,1800000,PODKARPACKIE,2011,total,20-64,53.9
7225,2000000,PODLASKIE,2011,total,20-64,64.0
7226,2200000,POMORSKIE,2011,total,20-64,62.9
7227,2400000,ŚLĄSKIE,2011,total,20-64,62.0
7228,2600000,ŚWIĘTOKRZYSKIE,2011,total,20-64,59.6
7229,2800000,WARMIŃSKO-MAZURSKIE,2011,total,20-64,59.2
7230,3000000,WIELKOPOLSKIE,2011,total,20-64,64.5
7231,3200000,ZACHODNIOPOMORSKIE,2011,total,20-64,58.4
7232,200000,DOLNOŚLĄSKIE,2012,total,20-64,62.0
7233,400000,KUJAWSKO-POMORSKIE,2012,total,20-64,62.5
7234,600000,LUBELSKIE,2012,total,20-64,62.8
7235,800000,LUBUSKIE,2012,total,20-64,61.5
7236,1000000,ŁÓDZKIE,2012,total,20-64,63.6
7237,1200000,MAŁOPOLSKIE,2012,total,20-64,59.7
7238,1400000,MAZOWIECKIE,2012,total,20-64,70.1
7239,1600000,OPOLSKIE,2012,total,20-64,63.3
7240,1800000,PODKARPACKIE,2012,total,20-64,54.5
7241,2000000,PODLASKIE,2012,total,20-64,64.7
7242,2200000,POMORSKIE,2012,total,20-64,63.4
7243,2400000,ŚLĄSKIE,2012,total,20-64,62.0
7244,2600000,ŚWIĘTOKRZYSKIE,2012,total,20-64,60.5
7245,2800000,WARMIŃSKO-MAZURSKIE,2012,total,20-64,57.7
7246,3000000,WIELKOPOLSKIE,2012,total,20-64,65.2
7247,3200000,ZACHODNIOPOMORSKIE,2012,total,20-64,59.8
7248,200000,DOLNOŚLĄSKIE,2013,total,20-64,62.4
7249,400000,KUJAWSKO-POMORSKIE,2013,total,20-64,61.9
7250,600000,LUBELSKIE,2013,total,20-64,62.5
7251,800000,LUBUSKIE,2013,total,20-64,62.5
7252,1000000,ŁÓDZKIE,2013,total,20-64,64.2
7253,1200000,MAŁOPOLSKIE,2013,total,20-64,60.1
7254,1400000,MAZOWIECKIE,2013,total,20-64,70.1
7255,1600000,OPOLSKIE,2013,total,20-64,63.4
7256,1800000,PODKARPACKIE,2013,total,20-64,55.0
7257,2000000,PODLASKIE,2013,total,20-64,64.8
7258,2200000,POMORSKIE,2013,total,20-64,63.7
7259,2400000,ŚLĄSKIE,2013,total,20-64,62.2
7260,2600000,ŚWIĘTOKRZYSKIE,2013,total,20-64,59.5
7261,2800000,WARMIŃSKO-MAZURSKIE,2013,total,20-64,58.7
7262,3000000,WIELKOPOLSKIE,2013,total,20-64,65.8
7263,3200000,ZACHODNIOPOMORSKIE,2013,total,20-64,61.1
7264,200000,DOLNOŚLĄSKIE,2014,total,20-64,65.3
7265,400000,KUJAWSKO-POMORSKIE,2014,total,20-64,63.5
7266,600000,LUBELSKIE,2014,total,20-64,63.8
7267,800000,LUBUSKIE,2014,total,20-64,63.9
7268,1000000,ŁÓDZKIE,2014,total,20-64,66.8
7269,1200000,MAŁOPOLSKIE,2014,total,20-64,62.0
7270,1400000,MAZOWIECKIE,2014,total,20-64,72.2
7271,1600000,OPOLSKIE,2014,total,20-64,65.2
7272,1800000,PODKARPACKIE,2014,total,20-64,55.6
7273,2000000,PODLASKIE,2014,total,20-64,66.3
7274,2200000,POMORSKIE,2014,total,20-64,65.3
7275,2400000,ŚLĄSKIE,2014,total,20-64,63.6
7276,2600000,ŚWIĘTOKRZYSKIE,2014,total,20-64,60.0
7277,2800000,WARMIŃSKO-MAZURSKIE,2014,total,20-64,59.6
7278,3000000,WIELKOPOLSKIE,2014,total,20-64,67.4
7279,3200000,ZACHODNIOPOMORSKIE,2014,total,20-64,62.9
7280,200000,DOLNOŚLĄSKIE,2015,total,20-64,67.5
7281,400000,KUJAWSKO-POMORSKIE,2015,total,20-64,65.4
7282,600000,LUBELSKIE,2015,total,20-64,65.0
7283,800000,LUBUSKIE,2015,total,20-64,66.5
7284,1000000,ŁÓDZKIE,2015,total,20-64,67.5
7285,1200000,MAŁOPOLSKIE,2015,total,20-64,63.6
7286,1400000,MAZOWIECKIE,2015,total,20-64,72.6
7287,1600000,OPOLSKIE,2015,total,20-64,67.3
7288,1800000,PODKARPACKIE,2015,total,20-64,57.2
7289,2000000,PODLASKIE,2015,total,20-64,67.0
7290,2200000,POMORSKIE,2015,total,20-64,68.1
7291,2400000,ŚLĄSKIE,2015,total,20-64,64.1
7292,2600000,ŚWIĘTOKRZYSKIE,2015,total,20-64,62.2
7293,2800000,WARMIŃSKO-MAZURSKIE,2015,total,20-64,61.1
7294,3000000,WIELKOPOLSKIE,2015,total,20-64,69.2
7295,3200000,ZACHODNIOPOMORSKIE,2015,total,20-64,64.1
7296,200000,DOLNOŚLĄSKIE,2016,total,20-64,69.9
7297,400000,KUJAWSKO-POMORSKIE,2016,total,20-64,66.7
7298,600000,LUBELSKIE,2016,total,20-64,65.4
7299,800000,LUBUSKIE,2016,total,20-64,68.5
7300,1000000,ŁÓDZKIE,2016,total,20-64,70.2
7301,1200000,MAŁOPOLSKIE,2016,total,20-64,66.2
7302,1400000,MAZOWIECKIE,2016,total,20-64,73.1
7303,1600000,OPOLSKIE,2016,total,20-64,68.8
7304,1800000,PODKARPACKIE,2016,total,20-64,61.9
7305,2000000,PODLASKIE,2016,total,20-64,68.4
7306,2200000,POMORSKIE,2016,total,20-64,70.3
7307,2400000,ŚLĄSKIE,2016,total,20-64,66.8
7308,2600000,ŚWIĘTOKRZYSKIE,2016,total,20-64,64.7
7309,2800000,WARMIŃSKO-MAZURSKIE,2016,total,20-64,62.7
7310,3000000,WIELKOPOLSKIE,2016,total,20-64,70.9
7311,3200000,ZACHODNIOPOMORSKIE,2016,total,20-64,64.8
7312,200000,DOLNOŚLĄSKIE,2017,total,20-64,70.6
7313,400000,KUJAWSKO-POMORSKIE,2017,total,20-64,67.9
7314,600000,LUBELSKIE,2017,total,20-64,66.5
7315,800000,LUBUSKIE,2017,total,20-64,69.9
7316,1000000,ŁÓDZKIE,2017,total,20-64,72.7
7317,1200000,MAŁOPOLSKIE,2017,total,20-64,67.7
7318,1400000,MAZOWIECKIE,2017,total,20-64,74.6
7319,1600000,OPOLSKIE,2017,total,20-64,70.9
7320,1800000,PODKARPACKIE,2017,total,20-64,63.7
7321,2000000,PODLASKIE,2017,total,20-64,70.7
7322,2200000,POMORSKIE,2017,total,20-64,72.5
7323,2400000,ŚLĄSKIE,2017,total,20-64,68.6
7324,2600000,ŚWIĘTOKRZYSKIE,2017,total,20-64,65.6
7325,2800000,WARMIŃSKO-MAZURSKIE,2017,total,20-64,65.2
7326,3000000,WIELKOPOLSKIE,2017,total,20-64,73.8
7327,3200000,ZACHODNIOPOMORSKIE,2017,total,20-64,67.3
7328,200000,DOLNOŚLĄSKIE,2018,total,20-64,72.2
7329,400000,KUJAWSKO-POMORSKIE,2018,total,20-64,69.9
7330,600000,LUBELSKIE,2018,total,20-64,68.6
7331,800000,LUBUSKIE,2018,total,20-64,70.7
7332,1000000,ŁÓDZKIE,2018,total,20-64,73.9
7333,1200000,MAŁOPOLSKIE,2018,total,20-64,69.1
7334,1400000,MAZOWIECKIE,2018,total,20-64,76.7
7335,1600000,OPOLSKIE,2018,total,20-64,72.8
7336,1800000,PODKARPACKIE,2018,total,20-64,63.8
7337,2000000,PODLASKIE,2018,total,20-64,72.4
7338,2200000,POMORSKIE,2018,total,20-64,73.6
7339,2400000,ŚLĄSKIE,2018,total,20-64,69.5
7340,2600000,ŚWIĘTOKRZYSKIE,2018,total,20-64,65.7
7341,2800000,WARMIŃSKO-MAZURSKIE,2018,total,20-64,65.9
7342,3000000,WIELKOPOLSKIE,2018,total,20-64,74.8
7343,3200000,ZACHODNIOPOMORSKIE,2018,total,20-64,70.2
7344,200000,DOLNOŚLĄSKIE,2019,total,20-64,75.1
7345,400000,KUJAWSKO-POMORSKIE,2019,total,20-64,71.2
7346,600000,LUBELSKIE,2019,total,20-64,68.6
7347,800000,LUBUSKIE,2019,total,20-64,72.3
7348,1000000,ŁÓDZKIE,2019,total,20-64,72.8
7349,1200000,MAŁOPOLSKIE,2019,total,20-64,70.7
7350,1400000,MAZOWIECKIE,2019,total,20-64,77.6
7351,1600000,OPOLSKIE,2019,total,20-64,72.7
7352,1800000,PODKARPACKIE,2019,total,20-64,65.5
7353,2000000,PODLASKIE,2019,total,20-64,72.6
7354,2200000,POMORSKIE,2019,total,20-64,76.0
7355,2400000,ŚLĄSKIE,2019,total,20-64,70.7
7356,2600000,ŚWIĘTOKRZYSKIE,2019,total,20-64,67.8
7357,2800000,WARMIŃSKO-MAZURSKIE,2019,total,20-64,67.4
7358,3000000,WIELKOPOLSKIE,2019,total,20-64,75.5
7359,3200000,ZACHODNIOPOMORSKIE,2019,total,20-64,71.0
7360,200000,DOLNOŚLĄSKIE,2020,total,20-64,75.2
7361,400000,KUJAWSKO-POMORSKIE,2020,total,20-64,71.7
7362,600000,LUBELSKIE,2020,total,20-64,69.3
7363,800000,LUBUSKIE,2020,total,20-64,72.8
7364,1000000,ŁÓDZKIE,2020,total,20-64,74.6
7365,1200000,MAŁOPOLSKIE,2020,total,20-64,70.7
7366,1400000,MAZOWIECKIE,2020,total,20-64,77.2
7367,1600000,OPOLSKIE,2020,total,20-64,73.2
7368,1800000,PODKARPACKIE,2020,total,20-64,66.6
7369,2000000,PODLASKIE,2020,total,20-64,72.7
7370,2200000,POMORSKIE,2020,total,20-64,75.5
7371,2400000,ŚLĄSKIE,2020,total,20-64,70.3
7372,2600000,ŚWIĘTOKRZYSKIE,2020,total,20-64,69.9
7373,2800000,WARMIŃSKO-MAZURSKIE,2020,total,20-64,68.4
7374,3000000,WIELKOPOLSKIE,2020,total,20-64,75.1
7375,3200000,ZACHODNIOPOMORSKIE,2020,total,20-64,71.5
7376,200000,DOLNOŚLĄSKIE,2021,total,20-64,76.7
